gauge,depth_in,height_in,width_in (column profile),price_cents,price,weight_kg,load_capacity_kg,type,category
14,42,406,3,580133,5801.33,123.7,15471,selectivo,marco
14,42,406,3,566848,5668.48,120.9,15467,selectivo,marco
14,42,406,3,552278,5522.78,117.76,14935,selectivo,marco
14,42,406,3,536045,5360.45,114.95,14376,selectivo,marco
14,42,406,3,611720,6117.2,130.43,13113,selectivo,marco
14,42,406,3,580133,5801.33,123.67,11649,selectivo,marco
14,42,406,3,566913,5669.13,120.9,10356,selectivo,marco
14,42,406,3,552278,5522.78,117.76,8938,selectivo,marco
12,36,406,3,804473,8044.73,171.53,21746,selectivo,marco
12,36,406,3,759938,7599.38,165.45,21827,selectivo,marco
12,36,406,3,760269,7602.69,162.1,21758,selectivo,marco
12,36,406,3,743399,7433.99,158.51,20999,selectivo,marco
12,36,406,3,728517,7285.17,155.35,20199,selectivo,marco
12,36,406,3,804473,8044.73,171.53,18412,selectivo,marco
12,36,406,3,774937,7749.37,165.23,16490,selectivo,marco
12,36,406,3,760240,7602.4,162.14,14524,selectivo,marco
12,36,406,3,743399,7433.99,158.51,12536,selectivo,marco
12,42,406,3,837613,8376.13,178.6,21746,selectivo,marco
12,42,406,3,799116,7991.16,170.39,21827,selectivo,marco
12,42,406,3,783948,7839.48,167.15,21758,selectivo,marco
12,42,406,3,763473,7634.73,162.79,20999,selectivo,marco
12,42,406,3,746533,7465.33,159.19,20199,selectivo,marco
12,42,406,3,837613,8376.13,178.6,18412,selectivo,marco
12,42,406,3,809859,8098.59,172,16490,selectivo,marco
12,42,406,3,784499,7844.99,167.26,14524,selectivo,marco
12,42,406,3,763473,7634.73,162.79,12536,selectivo,marco
14,36,431,3,626037,6260.37,133.48,15364,selectivo,marco
14,36,431,3,600195,6001.95,127.97,15448,selectivo,marco
14,36,431,3,590316,5903.16,125.87,15445,selectivo,marco
14,36,431,3,579169,5791.69,123.43,14914,selectivo,marco
14,36,431,3,566208,5662.08,120.73,14358,selectivo,marco
14,36,431,3,626037,6260.37,133.48,13097,selectivo,marco
14,36,431,3,599957,5999.57,127.82,11674,selectivo,marco
14,36,431,3,590458,5904.58,125.9,10343,selectivo,marco
14,36,431,3,579169,5791.69,123.49,8925,selectivo,marco
14,42,431,3,652637,6526.37,139.15,15364,selectivo,marco
14,42,431,3,597347,5973.47,127.37,15448,selectivo,marco
14,42,431,3,609416,6094.16,129.95,15445,selectivo,marco
14,42,431,3,595774,5957.74,127.03,14914,selectivo,marco
14,42,431,3,580500,5805,123.5,14358,selectivo,marco
14,42,431,3,652637,6526.37,139.15,13097,selectivo,marco
14,42,431,3,621839,6218.39,132.59,11674,selectivo,marco
14,42,431,3,609488,6094.88,129.95,10343,selectivo,marco
14,42,431,3,595774,5957.74,127.03,8925,selectivo,marco
12,36,431,3,851827,8518.27,181.63,21716,selectivo,marco
12,36,431,3,821613,8216.13,175.18,21802,selectivo,marco
12,36,431,3,805021,8050.21,171.65,21734,selectivo,marco
12,36,431,3,787158,7871.58,167.84,20977,selectivo,marco
12,36,431,3,771488,7714.88,164.49,20166,selectivo,marco
12,36,431,3,851827,8518.27,181.63,18394,selectivo,marco
12,36,431,3,802967,8029.67,174.23,16456,selectivo,marco
12,36,431,3,805180,8051.8,171.68,14509,selectivo,marco
12,36,431,3,787158,7871.58,167.84,12521,selectivo,marco
12,42,431,3,886918,8869.18,189.11,21716,selectivo,marco
12,42,431,3,846155,8461.55,180.42,21802,selectivo,marco
12,42,431,3,830942,8309.42,176.99,21734,selectivo,marco
12,42,431,3,808414,8084.14,172.37,20977,selectivo,marco
12,42,431,3,790258,7902.58,168.3,20166,selectivo,marco
12,42,431,3,886918,8869.18,189.11,18394,selectivo,marco
12,42,431,3,839853,8398.53,180,16456,selectivo,marco
12,42,431,3,830614,8306.14,177.11,14509,selectivo,marco
12,42,431,3,808414,8084.14,172.37,12521,selectivo,marco
14,36,457,3,647513,6475.13,138.06,15336,selectivo,marco
14,36,457,3,621611,6216.11,132.55,15425,selectivo,marco
14,36,457,3,611791,6117.91,130.45,15424,selectivo,marco
14,36,457,3,600645,6006.45,128.07,14894,selectivo,marco
14,36,457,3,587684,5876.84,125.31,14340,selectivo,marco
14,36,457,3,647513,6475.13,138.06,13081,selectivo,marco
14,36,457,3,621363,6213.63,132.5,11721,selectivo,marco
14,36,457,3,611934,6119.34,130.48,10330,selectivo,marco
14,36,457,3,600645,6006.45,128.07,8912,selectivo,marco
14,42,457,3,674101,6741.01,143.73,15336,selectivo,marco
14,42,457,3,643314,6433.14,137.17,15425,selectivo,marco
14,42,457,3,630982,6309.82,134.53,15424,selectivo,marco
14,42,457,3,617250,6172.5,131.61,14894,selectivo,marco
14,42,457,3,601976,6019.76,128.86,14340,selectivo,marco
14,42,457,3,674101,6741.01,143.73,13081,selectivo,marco
14,42,457,3,643314,6433.14,137.15,11721,selectivo,marco
14,42,457,3,630934,6309.34,134.53,10330,selectivo,marco
14,42,457,3,617250,6172.5,131.61,8912,selectivo,marco
12,36,457,3,899103,8991.03,191.71,21687,selectivo,marco
12,36,457,3,867212,8672.12,184.91,21778,selectivo,marco
12,36,457,3,849703,8497.03,181.17,21711,selectivo,marco
12,36,457,3,830845,8308.45,177.15,20955,selectivo,marco
12,36,457,3,814284,8142.84,173.16,20160,selectivo,marco
12,36,457,3,899103,8991.03,191.71,18376,selectivo,marco
12,36,457,3,866093,8660.93,184.59,16458,selectivo,marco
12,36,457,3,849868,8498.68,181.21,14495,selectivo,marco
12,36,457,3,830845,8308.45,177.15,12506,selectivo,marco
12,42,457,3,936101,9361.01,199.6,21687,selectivo,marco
12,42,457,3,893174,8931.74,190.43,21778,selectivo,marco
12,42,457,3,876124,8761.24,186.82,21711,selectivo,marco
12,42,457,3,853184,8531.84,181.94,20955,selectivo,marco
12,42,457,3,832701,8327.01,177.95,20160,selectivo,marco
12,42,457,3,936101,9361.01,199.6,18376,selectivo,marco
12,42,457,3,892874,8928.74,190.37,16458,selectivo,marco
12,42,457,3,876695,8766.95,186.93,14495,selectivo,marco
12,42,457,3,853184,8531.84,181.94,12506,selectivo,marco
